"Label","Network","Coarsenet","Axis","Loading"
"17Networks_LH_ContB_PFClv_3","ContB","Control","Performance",0.000512726338194165
"17Networks_LH_ContB_PFCmp_1","ContB","Control","Performance",-0.00337774052060965
"17Networks_LH_ContC_pCun_1","ContC","Control","Performance",0.00140342614246966
"17Networks_LH_ContC_pCun_2","ContC","Control","Performance",0.000466848810434382
"17Networks_LH_ContC_pCun_3","ContC","Control","Performance",0.00154118848783031
"17Networks_LH_ContC_Cingp_1","ContC","Control","Performance",0.00174988558612893
"17Networks_LH_ContC_Cingp_2","ContC","Control","Performance",0.0016359189827541
"17Networks_LH_DefaultA_IPL_1","DefaultA","Default","Performance",-0.0113290145386931
"17Networks_LH_DefaultA_IPL_2","DefaultA","Default","Performance",0.00440030980974453
"17Networks_LH_DefaultA_PFCd_1","DefaultA","Default","Performance",-0.00411771186255454
"17Networks_LH_DefaultA_PFCd_2","DefaultA","Default","Performance",0.00296885598016012
"17Networks_LH_DefaultA_PFCd_3","DefaultA","Default","Performance",-0.00110304389703634
"17Networks_LH_DefaultA_pCunPCC_1","DefaultA","Default","Performance",0.0132735432239196
"17Networks_LH_DefaultA_pCunPCC_2","DefaultA","Default","Performance",0.0316601623944162
"17Networks_LH_DefaultA_pCunPCC_3","DefaultA","Default","Performance",0.000748858636087288
"17Networks_LH_DefaultA_pCunPCC_4","DefaultA","Default","Performance",0.0040469321713427
"17Networks_LH_DefaultA_pCunPCC_5","DefaultA","Default","Performance",0.00772909745967477
"17Networks_LH_DefaultA_pCunPCC_6","DefaultA","Default","Performance",0.0160010114058906
"17Networks_LH_DefaultA_pCunPCC_7","DefaultA","Default","Performance",0.021829220595992
"17Networks_LH_DefaultA_PFCm_1","DefaultA","Default","Performance",-0.0114071063789234
"17Networks_LH_DefaultA_PFCm_2","DefaultA","Default","Performance",-0.00433670191784321
"17Networks_LH_DefaultA_PFCm_3","DefaultA","Default","Performance",-0.0116709952367013
"17Networks_LH_DefaultA_PFCm_4","DefaultA","Default","Performance",-0.0276045944480213
"17Networks_LH_DefaultA_PFCm_5","DefaultA","Default","Performance",0.00145381075775753
"17Networks_LH_DefaultA_PFCm_6","DefaultA","Default","Performance",-0.012374505832429
"17Networks_LH_DefaultB_Temp_1","DefaultB","Default","Performance",-1.01021279841516e-10
"17Networks_LH_DefaultB_Temp_2","DefaultB","Default","Performance",-1.05789607944642e-11
"17Networks_LH_DefaultB_Temp_3","DefaultB","Default","Performance",-4.63229600688103e-11
"17Networks_LH_DefaultB_Temp_4","DefaultB","Default","Performance",-1.92637756270634e-11
"17Networks_LH_DefaultB_Temp_5","DefaultB","Default","Performance",1.05021262256442e-11
"17Networks_LH_DefaultB_Temp_6","DefaultB","Default","Performance",-2.11899582980182e-11
"17Networks_LH_DefaultB_IPL_1","DefaultB","Default","Performance",-6.76134353833021e-11
"17Networks_LH_DefaultB_IPL_2","DefaultB","Default","Performance",-7.44942220620684e-11
"17Networks_LH_DefaultB_PFCd_1","DefaultB","Default","Performance",-1.0894984912569e-11
"17Networks_LH_DefaultB_PFCd_2","DefaultB","Default","Performance",-1.62228854966265e-11
"17Networks_LH_DefaultB_PFCd_3","DefaultB","Default","Performance",-8.21544171132754e-11
"17Networks_LH_DefaultB_PFCd_4","DefaultB","Default","Performance",-5.24120158597335e-12
"17Networks_LH_DefaultB_PFCd_5","DefaultB","Default","Performance",-2.7112692116603e-11
"17Networks_LH_DefaultB_PFCd_6","DefaultB","Default","Performance",-9.61873833692668e-12
"17Networks_LH_DefaultB_PFCl_1","DefaultB","Default","Performance",-9.78861471316503e-12
"17Networks_LH_DefaultB_PFCl_2","DefaultB","Default","Performance",1.14469170432496e-10
"17Networks_LH_DefaultB_PFCv_1","DefaultB","Default","Performance",1.81721548665223e-11
"17Networks_LH_DefaultB_PFCv_2","DefaultB","Default","Performance",5.94239557289431e-12
"17Networks_LH_DefaultB_PFCv_3","DefaultB","Default","Performance",-4.73433949724919e-12
"17Networks_LH_DefaultB_PFCv_4","DefaultB","Default","Performance",5.95918324453907e-11
"17Networks_LH_DefaultB_PFCv_5","DefaultB","Default","Performance",-3.0159925320832e-11
"17Networks_LH_DefaultC_IPL_1","DefaultC","Default","Performance",2.3644020710388e-05
"17Networks_LH_DefaultC_Rsp_1","DefaultC","Default","Performance",-1.39498435096739e-05
"17Networks_LH_DefaultC_Rsp_2","DefaultC","Default","Performance",4.47034295790956e-06
"17Networks_LH_DefaultC_Rsp_3","DefaultC","Default","Performance",-1.43975770572801e-05
"17Networks_LH_DefaultC_PHC_1","DefaultC","Default","Performance",-0.000111674571369494
"17Networks_LH_DefaultC_PHC_2","DefaultC","Default","Performance",-2.19316460915433e-06
"17Networks_LH_DefaultC_PHC_3","DefaultC","Default","Performance",-8.8178247454934e-06
"17Networks_LH_TempPar_1","TempPar","TempPar","Performance",1.07623028169978e-13
"17Networks_LH_TempPar_2","TempPar","TempPar","Performance",1.89662800110558e-13
"17Networks_LH_TempPar_3","TempPar","TempPar","Performance",1.4205698097896e-13
"17Networks_LH_TempPar_4","TempPar","TempPar","Performance",2.70914014575194e-14
"17Networks_LH_TempPar_5","TempPar","TempPar","Performance",-2.63855255629342e-14
"17Networks_LH_TempPar_6","TempPar","TempPar","Performance",1.15728332642463e-13
"17Networks_RH_VisCent_ExStr_1","VisCent","Visual","Performance",6.04608500149052e-07
"17Networks_RH_VisCent_ExStr_2","VisCent","Visual","Performance",-1.31757507522152e-06
"17Networks_RH_VisCent_ExStr_3","VisCent","Visual","Performance",-2.30594785513464e-06
"17Networks_RH_VisCent_ExStr_4","VisCent","Visual","Performance",-3.3362336226433e-06
"17Networks_RH_VisCent_ExStr_5","VisCent","Visual","Performance",-5.22348202402711e-07
"17Networks_RH_VisCent_ExStr_6","VisCent","Visual","Performance",-4.10120021573566e-06
"17Networks_RH_VisCent_Striate_1","VisCent","Visual","Performance",-2.65977309287285e-06
"17Networks_RH_VisCent_ExStr_7","VisCent","Visual","Performance",-1.05448738467707e-07
"17Networks_RH_VisCent_ExStr_8","VisCent","Visual","Performance",-1.07465048566049e-06
"17Networks_RH_VisCent_ExStr_9","VisCent","Visual","Performance",-1.31387009483941e-06
"17Networks_RH_VisCent_ExStr_10","VisCent","Visual","Performance",-1.12135256549683e-06
"17Networks_RH_VisCent_ExStr_11","VisCent","Visual","Performance",-6.11815272672676e-08
"17Networks_RH_VisPeri_ExStrInf_1","VisPeri","Visual","Performance",-0.000124624935509373
"17Networks_RH_VisPeri_ExStrInf_2","VisPeri","Visual","Performance",-0.00012032458175043
"17Networks_RH_VisPeri_ExStrInf_3","VisPeri","Visual","Performance",-1.54793349637087e-05
"17Networks_RH_VisPeri_ExStrInf_4","VisPeri","Visual","Performance",-7.37619012112147e-05
"17Networks_RH_VisPeri_ExStrInf_5","VisPeri","Visual","Performance",-6.63909879487164e-05
"17Networks_RH_VisPeri_StriCal_1","VisPeri","Visual","Performance",-7.46260867812933e-05
"17Networks_RH_VisPeri_StriCal_2","VisPeri","Visual","Performance",-0.000183947125891826
"17Networks_RH_VisPeri_ExStrSup_1","VisPeri","Visual","Performance",9.13751905149307e-06
"17Networks_RH_VisPeri_ExStrSup_2","VisPeri","Visual","Performance",-1.53721676882999e-06
"17Networks_RH_VisPeri_ExStrSup_3","VisPeri","Visual","Performance",-1.17792169588922e-05
"17Networks_RH_VisPeri_ExStrSup_4","VisPeri","Visual","Performance",-1.62743754106824e-05
"17Networks_RH_DorsAttnA_TempOcc_1","DorsAttnA","DorsAttn","Performance",-5.01939988345941e-06
"17Networks_RH_DorsAttnA_TempOcc_2","DorsAttnA","DorsAttn","Performance",-1.39960914762678e-05
"17Networks_RH_DorsAttnA_TempOcc_3","DorsAttnA","DorsAttn","Performance",-1.07756257134983e-05
"17Networks_RH_DorsAttnA_ParOcc_1","DorsAttnA","DorsAttn","Performance",-1.1309937291395e-05
"17Networks_RH_DorsAttnA_ParOcc_2","DorsAttnA","DorsAttn","Performance",-1.10697712665135e-05
"17Networks_RH_DorsAttnA_ParOcc_3","DorsAttnA","DorsAttn","Performance",7.04551305677522e-06
"17Networks_RH_DorsAttnA_SPL_1","DorsAttnA","DorsAttn","Performance",2.23863824519327e-06
"17Networks_RH_DorsAttnA_SPL_2","DorsAttnA","DorsAttn","Performance",9.80420620574237e-06
"17Networks_RH_DorsAttnA_SPL_3","DorsAttnA","DorsAttn","Performance",9.86426237287286e-06
"17Networks_RH_DorsAttnA_SPL_4","DorsAttnA","DorsAttn","Performance",1.1939193657807e-05
"17Networks_RH_DorsAttnA_SPL_5","DorsAttnA","DorsAttn","Performance",1.41755262187251e-05
"17Networks_RH_DorsAttnA_SPL_6","DorsAttnA","DorsAttn","Performance",1.37914208063174e-06
"17Networks_RH_DorsAttnA_SPL_7","DorsAttnA","DorsAttn","Performance",5.31290288440589e-06
"17Networks_RH_DorsAttnA_SPL_8","DorsAttnA","DorsAttn","Performance",5.2618558494458e-07
"17Networks_RH_DorsAttnB_TempOcc_1","DorsAttnB","DorsAttn","Performance",-0.00329697050775138
"17Networks_RH_DorsAttnB_PostC_1","DorsAttnB","DorsAttn","Performance",-0.00583135648137677
"17Networks_RH_DorsAttnB_PostC_2","DorsAttnB","DorsAttn","Performance",-0.00644359092984882
"17Networks_RH_DorsAttnB_PostC_3","DorsAttnB","DorsAttn","Performance",0.000812712592237117
"17Networks_RH_DorsAttnB_PostC_4","DorsAttnB","DorsAttn","Performance",-0.0039666158297212
"17Networks_RH_DorsAttnB_PostC_5","DorsAttnB","DorsAttn","Performance",-0.00263787676925023
"17Networks_RH_DorsAttnB_PostC_6","DorsAttnB","DorsAttn","Performance",0.00226381800695096
"17Networks_RH_DorsAttnB_PostC_7","DorsAttnB","DorsAttn","Performance",-0.00263082371216862
"17Networks_RH_DorsAttnB_PostC_8","DorsAttnB","DorsAttn","Performance",-0.00110646786263207
"17Networks_RH_DorsAttnB_FEF_1","DorsAttnB","DorsAttn","Performance",0.00155768944904178
"17Networks_RH_DorsAttnB_FEF_2","DorsAttnB","DorsAttn","Performance",0.00271097946960846
"17Networks_RH_DorsAttnB_FEF_3","DorsAttnB","DorsAttn","Performance",-0.00321963544782823
"17Networks_RH_SalVentAttnA_ParOper_1","SalVentAttnA","VentAttn","Performance",-6.18325220859159e-08
"17Networks_RH_SalVentAttnA_ParOper_2","SalVentAttnA","VentAttn","Performance",-3.89087514386003e-08
"17Networks_RH_SalVentAttnA_ParOper_3","SalVentAttnA","VentAttn","Performance",-5.62578507256072e-08
"17Networks_RH_SalVentAttnA_PrC_1","SalVentAttnA","VentAttn","Performance",3.77752042892862e-08
"17Networks_RH_SalVentAttnA_Ins_1","SalVentAttnA","VentAttn","Performance",-3.27146560246055e-08
"17Networks_RH_SalVentAttnA_Ins_2","SalVentAttnA","VentAttn","Performance",-3.12289194713326e-08
"17Networks_RH_SalVentAttnA_Ins_3","SalVentAttnA","VentAttn","Performance",5.92763544725134e-09
"17Networks_RH_SalVentAttnA_Ins_4","SalVentAttnA","VentAttn","Performance",-3.73969523458192e-09
"17Networks_RH_SalVentAttnA_FrOper_1","SalVentAttnA","VentAttn","Performance",-2.57075006888166e-08
"17Networks_RH_SalVentAttnA_FrOper_2","SalVentAttnA","VentAttn","Performance",-5.19066878584352e-08
"17Networks_RH_SalVentAttnA_FrOper_3","SalVentAttnA","VentAttn","Performance",-8.40931693527028e-09
"17Networks_RH_SalVentAttnA_FrMed_1","SalVentAttnA","VentAttn","Performance",-5.02891845457656e-08
"17Networks_RH_SalVentAttnA_ParMed_1","SalVentAttnA","VentAttn","Performance",1.01718646386618e-08
"17Networks_RH_SalVentAttnA_ParMed_2","SalVentAttnA","VentAttn","Performance",-2.56285870238804e-08
"17Networks_RH_SalVentAttnA_FrMed_2","SalVentAttnA","VentAttn","Performance",1.59514732303732e-09
"17Networks_RH_SalVentAttnA_ParMed_3","SalVentAttnA","VentAttn","Performance",-1.10484370477196e-08
"17Networks_RH_SalVentAttnA_ParMed_4","SalVentAttnA","VentAttn","Performance",-2.15742714066196e-08
"17Networks_RH_SalVentAttnA_FrMed_3","SalVentAttnA","VentAttn","Performance",-3.98631256021872e-08
"17Networks_RH_SalVentAttnA_FrMed_4","SalVentAttnA","VentAttn","Performance",-2.67416851817845e-08
"17Networks_RH_SalVentAttnB_IPL_1","SalVentAttnB","VentAttn","Performance",-0.0560426932366331
"17Networks_RH_SalVentAttnB_PFClv_1","SalVentAttnB","VentAttn","Performance",0.0114854581915196
"17Networks_RH_SalVentAttnB_PFCl_1","SalVentAttnB","VentAttn","Performance",-0.0024226417802838
"17Networks_RH_SalVentAttnB_PFCl_2","SalVentAttnB","VentAttn","Performance",8.43167772604575e-05
"17Networks_RH_SalVentAttnB_PFCl_3","SalVentAttnB","VentAttn","Performance",-0.0150369339680562
"17Networks_RH_SalVentAttnB_Ins_1","SalVentAttnB","VentAttn","Performance",-0.0165233143506517
"17Networks_RH_SalVentAttnB_Ins_2","SalVentAttnB","VentAttn","Performance",-0.00061880932580707
"17Networks_RH_SalVentAttnB_PFCmp_1","SalVentAttnB","VentAttn","Performance",-0.0388611204692759
"17Networks_RH_SalVentAttnB_PFCmp_2","SalVentAttnB","VentAttn","Performance",-0.0290323054716953
"17Networks_RH_LimbicB_OFC_1","LimbicB","Limbic","Performance",-1.32335668825281e-06
"17Networks_RH_LimbicB_OFC_2","LimbicB","Limbic","Performance",-3.69064625779758e-07
"17Networks_RH_LimbicB_OFC_3","LimbicB","Limbic","Performance",3.07458873439215e-07
"17Networks_RH_LimbicB_OFC_4","LimbicB","Limbic","Performance",-7.84807820898734e-07
"17Networks_RH_LimbicB_OFC_5","LimbicB","Limbic","Performance",-5.17832713013671e-07
"17Networks_RH_LimbicB_OFC_6","LimbicB","Limbic","Performance",6.1774861335545e-07
"17Networks_RH_LimbicA_TempPole_1","LimbicA","Limbic","Performance",-5.30234874799442e-07
"17Networks_RH_LimbicA_TempPole_2","LimbicA","Limbic","Performance",3.60321992366281e-07
"17Networks_RH_LimbicA_TempPole_3","LimbicA","Limbic","Performance",1.37102669885624e-07
"17Networks_RH_LimbicA_TempPole_4","LimbicA","Limbic","Performance",-6.52249915330529e-07
"17Networks_RH_LimbicA_TempPole_5","LimbicA","Limbic","Performance",-1.04844199692635e-06
"17Networks_RH_LimbicA_TempPole_6","LimbicA","Limbic","Performance",-1.41708087174146e-06
"17Networks_RH_ContA_IPS_1","ContA","Control","Performance",0.00289591066591506
"17Networks_RH_ContA_IPS_2","ContA","Control","Performance",-0.0375957727424095
"17Networks_RH_ContA_IPS_3","ContA","Control","Performance",-0.0147976552058334
"17Networks_RH_ContA_IPS_4","ContA","Control","Performance",0.00139525435390812
"17Networks_RH_ContA_PFCd_1","ContA","Control","Performance",0.0104010932322708
"17Networks_RH_ContA_PFCl_1","ContA","Control","Performance",0.0918487467756177
"17Networks_RH_ContA_PFCl_2","ContA","Control","Performance",0.0923887417263304
"17Networks_RH_ContA_PFCl_3","ContA","Control","Performance",0.00487231985699438
"17Networks_RH_ContA_PFCl_4","ContA","Control","Performance",0.00822787900995642
"17Networks_RH_ContA_PFCl_5","ContA","Control","Performance",0.0542057979218171
"17Networks_RH_ContA_Cingm_1","ContA","Control","Performance",0.0110951682977482
"17Networks_RH_ContB_Temp_1","ContB","Control","Performance",-0.00522573350214366
"17Networks_RH_ContB_Temp_2","ContB","Control","Performance",-0.000311669587990035
"17Networks_RH_ContB_IPL_1","ContB","Control","Performance",-0.00475196471758418
"17Networks_RH_ContB_IPL_2","ContB","Control","Performance",-0.0034115333092491
"17Networks_RH_ContB_IPL_3","ContB","Control","Performance",-0.00370151080741557
"17Networks_RH_ContB_IPL_4","ContB","Control","Performance",-0.00366053501959359
"17Networks_RH_ContB_PFCld_1","ContB","Control","Performance",-0.00336092289086264
"17Networks_RH_ContB_PFCld_2","ContB","Control","Performance",-0.000660427035714322
"17Networks_RH_ContB_PFCld_3","ContB","Control","Performance",-9.51270258101457e-05
"17Networks_RH_ContB_PFCld_4","ContB","Control","Performance",0.00228295966593838
"17Networks_RH_ContB_PFClv_1","ContB","Control","Performance",0.00233378945122441
"17Networks_RH_ContB_PFClv_2","ContB","Control","Performance",-0.00270517077156668
"17Networks_RH_ContB_PFClv_3","ContB","Control","Performance",-5.72716927919277e-05
"17Networks_RH_ContB_PFClv_4","ContB","Control","Performance",-0.00333073181269261
"17Networks_RH_ContB_PFCmp_1","ContB","Control","Performance",-0.00356124682149576
"17Networks_RH_ContC_pCun_1","ContC","Control","Performance",0.00327100136801763
"17Networks_RH_ContC_pCun_2","ContC","Control","Performance",0.00119424154157561
"17Networks_RH_ContC_pCun_3","ContC","Control","Performance",0.000928274403057809
"17Networks_RH_ContC_pCun_4","ContC","Control","Performance",0.00125213162722544
"17Networks_RH_ContC_pCun_5","ContC","Control","Performance",0.000499977902921588
"17Networks_RH_ContC_Cingp_1","ContC","Control","Performance",0.00213462395156704
"17Networks_RH_ContC_Cingp_2","ContC","Control","Performance",-0.000115831218253518
"17Networks_RH_DefaultA_Temp_1","DefaultA","Default","Performance",-0.002113791759275
"17Networks_RH_DefaultA_IPL_1","DefaultA","Default","Performance",-0.0132399071248459
"17Networks_RH_DefaultA_IPL_2","DefaultA","Default","Performance",-0.00551726382682147
"17Networks_RH_DefaultA_PFCd_1","DefaultA","Default","Performance",-0.001227044532805
"17Networks_RH_DefaultA_PFCd_2","DefaultA","Default","Performance",0.0146495831811169
"17Networks_RH_DefaultA_pCunPCC_1","DefaultA","Default","Performance",0.026696870837041
"17Networks_RH_DefaultA_pCunPCC_2","DefaultA","Default","Performance",0.0456150452671867
"17Networks_RH_DefaultA_pCunPCC_3","DefaultA","Default","Performance",0.0337236855381812
"17Networks_RH_DefaultA_pCunPCC_4","DefaultA","Default","Performance",-0.00389951820404728
"17Networks_RH_DefaultA_pCunPCC_5","DefaultA","Default","Performance",0.0282971967909048
"17Networks_RH_DefaultA_PFCm_1","DefaultA","Default","Performance",0.00178383985657909
"17Networks_RH_DefaultA_PFCm_2","DefaultA","Default","Performance",0.0166572793053579
"17Networks_RH_DefaultA_PFCm_3","DefaultA","Default","Performance",-0.00660457919523232
"17Networks_RH_DefaultA_PFCm_4","DefaultA","Default","Performance",-0.00124081786155327
"17Networks_RH_DefaultA_PFCm_5","DefaultA","Default","Performance",-0.0107057241287048
"17Networks_RH_DefaultA_PFCm_6","DefaultA","Default","Performance",-0.00337815455976069
"17Networks_RH_DefaultB_Temp_1","DefaultB","Default","Performance",4.04855301862471e-11
"17Networks_RH_DefaultB_Temp_2","DefaultB","Default","Performance",-1.25398344944592e-10
"17Networks_RH_DefaultB_AntTemp_1","DefaultB","Default","Performance",5.02122893313326e-11
"17Networks_RH_DefaultB_PFCd_1","DefaultB","Default","Performance",-7.67339994889774e-11
"17Networks_RH_DefaultB_PFCd_2","DefaultB","Default","Performance",1.34976867971933e-11
"17Networks_RH_DefaultB_PFCd_3","DefaultB","Default","Performance",-1.01273204549245e-10
"17Networks_RH_DefaultB_PFCd_4","DefaultB","Default","Performance",-3.82997169184551e-11
"17Networks_RH_DefaultB_PFCd_5","DefaultB","Default","Performance",7.97378502909624e-12
"17Networks_RH_DefaultB_PFCv_1","DefaultB","Default","Performance",3.8810252915319e-11
"17Networks_RH_DefaultB_PFCv_2","DefaultB","Default","Performance",3.29820693335357e-11
"17Networks_RH_DefaultB_PFCv_3","DefaultB","Default","Performance",-1.79970973447956e-11
"17Networks_RH_DefaultC_IPL_1","DefaultC","Default","Performance",-3.69558815301618e-05
"17Networks_RH_DefaultC_IPL_2","DefaultC","Default","Performance",-1.83856894334298e-05
"17Networks_RH_DefaultC_Rsp_1","DefaultC","Default","Performance",-2.02010342692457e-05
"17Networks_RH_DefaultC_Rsp_2","DefaultC","Default","Performance",6.34122124994595e-06
"17Networks_RH_DefaultC_PHC_1","DefaultC","Default","Performance",-3.70155184931599e-05
"17Networks_RH_DefaultC_PHC_2","DefaultC","Default","Performance",2.04438564722667e-05
"17Networks_RH_TempPar_1","TempPar","TempPar","Performance",1.14235621993614e-13
"17Networks_RH_TempPar_2","TempPar","TempPar","Performance",1.74884530635871e-13
"17Networks_RH_TempPar_3","TempPar","TempPar","Performance",5.05760855518427e-14
"17Networks_RH_TempPar_4","TempPar","TempPar","Performance",-6.87014035146625e-14
"17Networks_RH_TempPar_5","TempPar","TempPar","Performance",3.84866929192413e-16
"17Networks_RH_TempPar_6","TempPar","TempPar","Performance",-1.07370258732415e-13
"17Networks_RH_TempPar_7","TempPar","TempPar","Performance",6.92821279748372e-15
"17Networks_RH_TempPar_8","TempPar","TempPar","Performance",8.01036364467389e-14
"17Networks_RH_TempPar_9","TempPar","TempPar","Performance",-9.32074322172224e-14
"17Networks_RH_TempPar_10","TempPar","TempPar","Performance",-9.19876115756779e-14
"Left Caudate","Subcortex","Subcortex","Performance",-0.0544601016069884
"Left Putamen","Subcortex","Subcortex","Performance",-0.0419495742335172
"Left Pallidum","Subcortex","Subcortex","Performance",-0.0150330493890611
"Left Accumbens","Subcortex","Subcortex","Performance",0.0196233461575692
"Right Caudate","Subcortex","Subcortex","Performance",-0.0234892915554251
"Right Putamen","Subcortex","Subcortex","Performance",-0.0606025148689484
"Right Pallidum","Subcortex","Subcortex","Performance",-0.0352808753212186
"Right Accumbens","Subcortex","Subcortex","Performance",-0.154368690671809
"Left I-IV","Cerebellum","Cerebellum","Performance",0.00015632905371309
"Right I-IV","Cerebellum","Cerebellum","Performance",9.72304338563271e-05
"Left V","Cerebellum","Cerebellum","Performance",1.78822538123332e-05
"Right V","Cerebellum","Cerebellum","Performance",-0.000108707828241997
"Left VI","Cerebellum","Cerebellum","Performance",-0.000126638033502151
"Vermis VI","Cerebellum","Cerebellum","Performance",9.51151646779165e-05
"Right VI","Cerebellum","Cerebellum","Performance",1.22865774532253e-05
"Left Crus I","Cerebellum","Cerebellum","Performance",-0.000204923179032954
"Vermis Crus I","Cerebellum","Cerebellum","Performance",0.000139033328756264
"Right Crus I","Cerebellum","Cerebellum","Performance",-0.000153506140075332
"Left Crus II","Cerebellum","Cerebellum","Performance",-0.000110134997156096
"Vermis Crus II","Cerebellum","Cerebellum","Performance",-4.14480802225564e-05
"Right Crus II","Cerebellum","Cerebellum","Performance",-0.000117767690248147
"Left VIIb","Cerebellum","Cerebellum","Performance",-0.0001195169731022
"Vermis VIIb","Cerebellum","Cerebellum","Performance",4.66514468431816e-05
"Right VIIb","Cerebellum","Cerebellum","Performance",-5.55818814881457e-05
"Left VIIIa","Cerebellum","Cerebellum","Performance",-0.000129543196113852
"Vermis VIIIa","Cerebellum","Cerebellum","Performance",-4.0687088953448e-05
"Right VIIIa","Cerebellum","Cerebellum","Performance",-0.000211067979724457
"Left VIIIb","Cerebellum","Cerebellum","Performance",-9.36676419182542e-05
"Vermis VIIIb","Cerebellum","Cerebellum","Performance",-7.52844517555814e-05
"Right VIIIb","Cerebellum","Cerebellum","Performance",-0.000226645640480908
"Left IX","Cerebellum","Cerebellum","Performance",6.42545418112283e-05
"Vermis IX","Cerebellum","Cerebellum","Performance",-8.06273639194794e-05
"Right IX","Cerebellum","Cerebellum","Performance",-4.64671592186519e-05
"Left X","Cerebellum","Cerebellum","Performance",-0.000262883008486299
"Vermis X","Cerebellum","Cerebellum","Performance",-0.000118703257003999
"Right X","Cerebellum","Cerebellum","Performance",-0.000234166592132134
"17Networks_LH_VisCent_ExStr_1","VisCent","Visual","Late Explicit",-0.00725242007097058
"17Networks_LH_VisCent_ExStr_2","VisCent","Visual","Late Explicit",0.00963638014699073
"17Networks_LH_VisCent_ExStr_3","VisCent","Visual","Late Explicit",0.0105107716258084
"17Networks_LH_VisCent_ExStr_4","VisCent","Visual","Late Explicit",0.0183696562176519
"17Networks_LH_VisCent_ExStr_5","VisCent","Visual","Late Explicit",0.0115213305036652
"17Networks_LH_VisCent_ExStr_6","VisCent","Visual","Late Explicit",0.0100670990008362
"17Networks_LH_VisCent_Striate_1","VisCent","Visual","Late Explicit",0.0262598246594328
"17Networks_LH_VisCent_ExStr_7","VisCent","Visual","Late Explicit",0.0104090538306815
"17Networks_LH_VisCent_ExStr_8","VisCent","Visual","Late Explicit",0.00651668541979948
"17Networks_LH_VisCent_ExStr_9","VisCent","Visual","Late Explicit",0.00757868220913512
"17Networks_LH_VisCent_ExStr_10","VisCent","Visual","Late Explicit",0.0069307429927365
"17Networks_LH_VisCent_ExStr_11","VisCent","Visual","Late Explicit",-0.00340909834077641
"17Networks_LH_VisPeri_ExStrInf_1","VisPeri","Visual","Late Explicit",0.0121873007557187
"17Networks_LH_VisPeri_ExStrInf_2","VisPeri","Visual","Late Explicit",0.0049714793177367
"17Networks_LH_VisPeri_ExStrInf_3","VisPeri","Visual","Late Explicit",0.00407043752957329
"17Networks_LH_VisPeri_ExStrInf_4","VisPeri","Visual","Late Explicit",-0.00369323526608663
"17Networks_LH_VisPeri_ExStrInf_5","VisPeri","Visual","Late Explicit",-0.00203416063242699
"17Networks_LH_VisPeri_StriCal_1","VisPeri","Visual","Late Explicit",0.0248498322454327
"17Networks_LH_VisPeri_StriCal_2","VisPeri","Visual","Late Explicit",0.00168420255256533
"17Networks_LH_VisPeri_ExStrSup_1","VisPeri","Visual","Late Explicit",0.00362000583173449
"17Networks_LH_VisPeri_ExStrSup_2","VisPeri","Visual","Late Explicit",0.00772919070189824
"17Networks_LH_VisPeri_ExStrSup_3","VisPeri","Visual","Late Explicit",-0.00810405700712965
"17Networks_LH_VisPeri_ExStrSup_4","VisPeri","Visual","Late Explicit",0.00527519837316291
"17Networks_LH_VisPeri_ExStrSup_5","VisPeri","Visual","Late Explicit",0.0101972221800949
"17Networks_LH_DorsAttnA_TempOcc_1","DorsAttnA","DorsAttn","Late Explicit",-0.0020968045381248
"17Networks_LH_DorsAttnA_TempOcc_2","DorsAttnA","DorsAttn","Late Explicit",-0.0207100371473345
"17Networks_LH_DorsAttnA_TempOcc_3","DorsAttnA","DorsAttn","Late Explicit",-0.0211784943049382
"17Networks_LH_DorsAttnA_TempOcc_4","DorsAttnA","DorsAttn","Late Explicit",0.00433069399177542
"17Networks_LH_DorsAttnA_ParOcc_1","DorsAttnA","DorsAttn","Late Explicit",0.00549329252992096
"17Networks_LH_DorsAttnA_ParOcc_2","DorsAttnA","DorsAttn","Late Explicit",0.012639275794867
"17Networks_LH_DorsAttnA_SPL_1","DorsAttnA","DorsAttn","Late Explicit",0.0158010940351468
"17Networks_LH_DorsAttnA_SPL_2","DorsAttnA","DorsAttn","Late Explicit",0.00595283012792449
"17Networks_LH_DorsAttnA_SPL_3","DorsAttnA","DorsAttn","Late Explicit",-0.00749238436463219
"17Networks_LH_DorsAttnA_SPL_4","DorsAttnA","DorsAttn","Late Explicit",-0.00759486995844984
"17Networks_LH_DorsAttnA_SPL_5","DorsAttnA","DorsAttn","Late Explicit",0.00376557416021058
"17Networks_LH_DorsAttnA_SPL_6","DorsAttnA","DorsAttn","Late Explicit",-0.0172885233489305
"17Networks_LH_DorsAttnA_SPL_7","DorsAttnA","DorsAttn","Late Explicit",-0.0228760378295773
"17Networks_LH_DorsAttnB_PostC_1","DorsAttnB","DorsAttn","Late Explicit",0.0190946791929079
"17Networks_LH_DorsAttnB_PostC_2","DorsAttnB","DorsAttn","Late Explicit",0.0714346103887474
"17Networks_LH_DorsAttnB_PostC_3","DorsAttnB","DorsAttn","Late Explicit",0.00778480031999957
"17Networks_LH_DorsAttnB_PostC_4","DorsAttnB","DorsAttn","Late Explicit",-0.0278947741258962
"17Networks_LH_DorsAttnB_PostC_5","DorsAttnB","DorsAttn","Late Explicit",-0.0332596095415569
"17Networks_LH_DorsAttnB_PostC_6","DorsAttnB","DorsAttn","Late Explicit",-0.0404518962000821
